time,steps,distance,calories
1727118120,6,4,0.0
1727117580,9,6,0.0
1727116500,13,9,0.0
1727116380,14,8,0.56
1727115900,33,23,1.0
1727115780,14,9,0.0
1727115720,19,11,0.76
1727115660,16,9,0.64
1727115660,13,9,0.0
1727115600,6,4,0.0
1727115360,6,4,0.0
1727115000,8,5,0.0
1727114880,18,12,0.0
1727114820,15,9,0.59999996
1727114820,27,18,0.0
1727114760,28,16,1.12
1727113620,5,3,0.0
1727113500,37,25,1.0
1727113440,8,4,0.32
1727113440,103,72,3.0
1727113380,105,63,4.2
1727113380,36,25,1.0
1727113320,71,49,2.0
1727113320,31,18,1.24
1727113260,71,42,2.84
1727113200,64,44,2.0
1727113140,72,50,2.0
1727113140,37,22,1.48
1727113080,55,33,2.2
1727113080,46,32,1.0
1727113020,32,22,1.0
1727113020,32,19,1.28
1727112960,26,15,1.04
1727112900,22,13,0.88
1727112900,39,27,1.0
1727112840,43,25,1.7199999
1727112840,5,3,0.0
1727112780,28,19,0.0
1727112720,50,35,1.0
1727112720,25,15,1.0
1727112660,91,63,3.0
1727112660,55,33,2.2
1727112600,91,54,3.6399999
1727112600,84,58,2.0
1727112540,62,37,2.48
1727112480,22,15,0.0
1727112420,7,4,0.0
1727112360,17,10,0.68
1727112360,41,28,1.0
1727112300,39,27,1.0
1727112300,30,18,1.1999999
1727112240,9,6,0.0
1727112240,23,13,0.91999996
1727112180,67,47,2.0
1727112120,22,13,0.88
1727112120,108,75,3.0
1727112060,97,58,3.8799999
1727112060,102,71,3.0
1727112000,97,58,3.8799999
1727112000,68,47,2.0
1727111940,74,51,2.0
1727111940,59,35,2.36
1727111880,67,40,2.6799998
1727111880,89,62,3.0
1727111820,88,61,2.0
1727111820,75,45,3.0
1727111760,99,69,3.0
1727111760,81,48,3.24
1727111700,71,49,2.0
1727111700,89,53,3.56
1727111640,72,43,2.8799999
1727111640,74,51,2.0
1727111580,76,54,2.0
1727111580,58,34,2.32
1727111520,46,33,1.0
1727111520,66,39,2.6399999
1727111460,62,37,2.48
1727111400,19,14,0.0
1727111340,17,12,0.0
1727111220,14,10,0.0
1727110560,11,6,0.44
1727109600,12,9,0.0
1727109420,7,5,0.0
1727109240,3,3,0.0
1727109000,13,7,0.52
1727109000,48,34,1.0
1727108940,51,30,2.04
1727108880,64,45,2.0
1727108820,112,79,3.0
1727108820,64,38,2.56
1727108760,84,50,3.36
1727108760,70,50,2.0
1727108700,94,56,3.76
1727108700,31,22,1.0
1727108640,22,16,0.0
1727108640,26,15,1.04
1727108580,91,64,3.0
1727108580,25,15,1.0
1727108520,90,54,3.6
1727108520,3,3,0.0
1727107860,33,24,1.0
1727107800,38,22,1.52
1727107800,26,19,1.0
1727107740,9,7,1.0
1727107740,14,8,0.56
1727107680,11,6,0.44
1727107680,8,6,1.0
1727107620,25,15,1.0
1727107620,12,9,1.0
1727107560,25,15,1.0
1727107440,12,7,0.48
1727107440,108,76,4.0
1727107380,99,70,4.0
1727107380,91,54,3.6399999
1727107320,50,36,2.0
1727107320,115,69,4.6
1727107260,94,66,4.0
1727107260,30,18,1.1999999
1727107200,107,64,4.2799997
1727107200,15,11,1.0
1727107140,3,1,0.12
1727105220,52,31,2.08
1727105340,15,11,1.0
1727105280,50,36,2.0
1727105100,9,7,1.0
1727094720,1,1,1.0
1727094660,73,52,3.0
1727094600,51,30,2.04
1727094600,96,68,4.0
1727094540,100,60,4.0
1727094540,103,73,4.0
1727094480,103,61,4.12
1727094480,95,67,4.0
1727094420,59,42,2.0
1727094420,103,61,4.12
1727094360,62,37,2.48
1727093400,53,38,2.0
1727093340,101,71,4.0
1727093340,39,23,1.56
1727093280,103,61,4.12
1727093280,104,73,4.0
1727093220,103,73,4.0
1727093220,105,63,4.2
1727093160,98,58,3.92
1727093160,17,12,1.0
1727093100,82,49,3.28
1727091300,7,5,1.0
1727091240,29,21,1.0
1727091180,7,5,1.0
1727091120,6,5,1.0
1727085300,3,3,1.0
1727074140,44,31,2.0
1727074080,43,25,1.7199999
1727074080,31,22,2.0
1727074020,8,6,1.0
1727074020,36,21,1.4399999
1727073540,17,12,1.0
1727072520,3,3,1.0
1727072460,72,51,3.0
1727072400,39,23,1.56
1727072400,19,14,1.0
1727072340,11,6,0.44
1727072340,16,12,1.0
1727072280,11,6,0.44
1727072280,7,5,1.0
1727072220,25,18,1.0
1727072160,8,6,1.0
1727072160,15,9,0.59999996
1727072100,21,12,0.84
1727071860,15,11,1.0
1727071680,6,5,1.0
1727071320,14,10,1.0
1727071260,17,12,1.0
1727070660,1,1,1.0
1727070600,8,6,1.0
1727070480,10,8,1.0
1727070420,40,29,2.0
1727069820,5,4,1.0
1727066520,7,5,1.0
1727043240,6,5,1.0
1727036520,22,15,0.0
1727032080,7,4,0.28
1727032020,9,5,0.35999998
1727031420,18,12,0.0
1727031360,17,10,0.68
1727031240,11,7,0.0
1727031060,3,2,0.0
1727030880,4,2,0.0
1727030820,10,7,0.0
1727029620,6,4,0.0
1727028600,8,5,0.0
1727028480,31,22,1.0
1727028420,39,27,1.0
1727028360,41,24,1.64
1727028300,2,1,0.08
1727026800,4,2,0.0
1727026740,78,55,2.0
1727026680,79,47,3.1599998
1727026680,93,66,3.0
1727026620,95,67,3.0
1727026620,88,52,3.52
1727026560,96,68,3.0
1727026560,89,53,3.56
1727026500,90,54,3.6
1727026500,103,73,3.0
1727026440,100,60,4.0
1727026440,101,71,3.0
1727026380,102,61,4.08
1727026380,88,62,3.0
1727026320,106,63,4.24
1727022360,11,6,0.44
1727022300,1,0,0.0
1727022240,70,49,2.0
1727022240,12,7,0.48
1727022180,49,29,1.9599999
1727022180,102,72,3.0
1727022120,91,54,3.6399999
1727022120,121,86,4.0
1727022060,99,59,3.9599998
1727022060,113,80,3.0
1727022000,101,60,4.04
1727022000,103,73,3.0
1727021940,107,76,3.0
1727021940,101,60,4.04
1727021880,107,64,4.2799997
1727021880,27,19,0.0
1727021820,39,27,1.0
1727021820,39,23,1.56
1727021760,22,13,0.88
1727021760,53,37,1.0
1727021700,43,30,1.0
1727021700,54,32,2.1599998
1727021640,42,25,1.68
1727021640,3,2,0.0
1727021400,30,21,1.0
1727021340,105,74,3.0
1727021340,25,15,1.0
1727021280,100,60,4.0
1727021280,107,76,3.0
1727021220,55,39,1.0
1727021220,111,66,4.44
1727021160,43,25,1.7199999
1727020440,5,3,0.0
1727020380,88,62,3.0
1727020320,116,82,4.0
1727020320,73,43,2.9199998
1727020260,95,57,3.8
1727020260,98,69,3.0
1727020200,85,51,3.3999999
1727020200,66,47,2.0
1727020140,53,31,2.12
1727020140,88,62,3.0
1727020080,25,17,0.0
1727020080,89,53,3.56
1727020020,27,19,0.0
1727020020,41,24,1.64
1727019960,35,21,1.4
1727019900,24,17,0.0
1727019840,31,18,1.24
1727019840,71,50,2.0
1727019780,37,22,1.48
1727019780,14,9,0.0
1727019720,31,18,1.24
1727019600,7,4,0.0
1727019540,57,40,1.0
1727019480,48,34,1.0
1727019480,41,24,1.64
1727019420,47,28,1.88
1727019360,4,2,0.16
1727019240,37,26,1.0
1727019180,21,14,0.0
1727019180,30,18,1.1999999
1727019120,12,7,0.48
1727019120,12,8,0.0
1727018940,7,4,0.0
1727018880,3,2,0.0
1727018640,7,4,0.0
1727018580,31,22,1.0
1727018520,26,15,1.04
1727018460,9,6,0.0
1727018340,16,9,0.64
1727018340,21,14,0.0
1727018280,11,6,0.44
1727018280,16,11,0.0
1727018220,22,15,0.0
1727018220,37,22,1.48
1727018160,12,7,0.48
1727018100,11,6,0.44
1727017920,12,7,0.48
1727017800,29,20,1.0
1727017740,33,19,1.3199999
1727017740,1,0,0.0
1727017680,4,2,0.0
1727017620,3,2,0.0
1727017560,98,69,3.0
1727017500,14,9,0.0
1727017500,60,35,2.3999999
1727017440,6,3,0.24
1727017020,11,6,0.44
1727017020,44,31,1.0
1727016960,54,39,1.0
1727016960,42,25,1.68
1727016900,28,16,1.12
1727016900,19,14,0.0
1727016840,16,9,0.64
1727016660,1,1,0.0
1727016600,11,8,0.0
1727016540,14,10,0.0
1727016300,11,8,0.0
1727016240,19,14,0.0
1727016180,19,11,0.76
1727016180,13,10,0.0
1727016120,8,4,0.32
1727016120,37,27,1.0
1727016060,46,27,1.8399999
1727015940,23,17,0.0
1727015940,10,6,0.39999998
1727015880,48,35,1.0
1727015880,16,9,0.64
1727015820,12,9,0.0
1727015820,46,27,1.8399999
1727015760,11,8,0.0
1727015760,12,7,0.48
1727015640,24,14,0.96
1727015580,35,21,1.4
1727015580,5,4,0.0
1727015520,20,15,0.0
1727015460,39,28,1.0
1727015460,12,7,0.48
1727015400,33,19,1.3199999
1727014920,14,10,1.0
1727014860,13,10,1.0
1727014800,32,19,1.28
1727014800,56,40,2.0
1727014740,15,11,1.0
1727014740,45,27,1.8
1727014620,3,3,1.0
1727014560,4,3,1.0
1727014440,22,13,0.88
1727014380,19,11,0.76
1727014260,33,24,2.0
1727014200,30,18,1.1999999
1727014140,20,12,0.79999995
1727013660,16,9,0.64
1727013600,9,7,1.0
1727013060,8,6,1.0
1727013000,26,15,1.04
1727012940,15,9,0.59999996
1727012940,6,5,1.0
1727012880,10,8,1.0
1727012160,15,11,1.0
1727012040,12,9,1.0
1727011680,27,20,1.0
1727011620,32,23,2.0
1727011500,5,4,1.0
1727011380,15,9,0.59999996
1727008140,10,8,1.0
1727008080,42,30,2.0
1727008020,10,6,0.39999998
1727008020,10,8,1.0
1727005920,28,20,1.0
1727005080,6,5,1.0
1727005020,19,14,1.0
1727004960,23,13,0.91999996
1727004540,9,7,1.0
1727004480,7,5,1.0
1727004420,24,18,1.0
1727004300,16,12,1.0
1727004240,23,17,1.0
1727004180,7,5,1.0
1727004060,10,8,1.0
1726997160,3,3,1.0
1726997100,6,5,1.0
1726992720,9,7,1.0
1726990080,36,26,2.0
1726990080,11,6,0.44
1726990020,10,8,1.0
1726990020,19,11,0.76
1726989960,12,9,1.0
1726989840,29,21,2.0
1726989780,8,6,1.0
1726956840,17,10,0.68
1726957440,16,12,1.0
1726957200,28,20,1.0
1726957080,8,6,1.0
1726957020,6,5,1.0
1726956840,19,14,1.0
1726955880,14,8,0.56
1726955280,13,7,0.52
1726955100,16,9,0.64
1726954800,5,4,1.0
1726954680,89,64,4.0
1726954620,38,28,2.0
1726954620,88,52,3.52
1726954560,17,13,1.0
1726954560,36,21,1.4399999
1726954500,17,10,0.68
1726954500,97,70,4.0
1726954440,103,74,4.0
1726954440,89,53,3.56
1726954380,91,65,4.0
1726954380,99,59,3.9599998
1726954320,100,72,4.0
1726954320,93,55,3.72
1726954260,94,67,4.0
1726954260,98,58,3.9199998
1726954200,90,54,3.6
1726954200,97,70,4.0
1726954140,89,53,3.56
1726954140,101,72,4.0
1726954080,104,75,4.0
1726954080,101,60,4.04
1726954020,104,62,4.16
1726954020,99,71,4.0
1726953960,99,59,3.9599998
1726953960,96,69,4.0
1726953900,23,17,1.0
1726953900,90,54,3.6
1726953840,17,10,0.68
1726953540,1,1,1.0
1726953480,4,3,1.0
1726952460,16,12,1.0
1726952400,23,17,1.0
1726952340,53,31,2.12
1726952340,25,17,0.0
1726952280,26,18,0.0
1726952280,33,19,1.3199999
1726952220,14,8,0.56
1726952100,11,7,0.0
1726952040,45,31,1.0
1726952040,9,5,0.35999998
1726951980,76,53,2.0
1726951980,25,15,1.0
1726951920,72,43,2.8799999
1726951920,61,42,2.0
1726951860,58,34,2.32
1726951860,72,50,2.0
1726951800,60,36,2.3999999
1726951800,103,72,3.0
1726951740,73,43,2.9199998
1726951740,96,67,3.0
1726951680,97,68,3.0
1726951680,72,43,2.8799999
1726951620,56,33,2.24
1726951440,63,44,2.0
1726951380,37,22,1.48
1726951380,49,34,1.0
1726951320,51,30,2.04
1726951260,6,4,0.0
1726951200,17,10,0.68
1726951200,48,33,1.0
1726951140,37,22,1.48
1726951080,19,13,0.0
1726951020,77,54,2.0
1726951020,14,8,0.56
1726950960,72,43,2.8799999
1726950960,77,54,2.0
1726950900,59,35,2.36
1726950900,90,63,3.0
1726950840,18,12,0.0
1726950840,76,45,3.04
1726950780,15,9,0.59999996
1726950480,6,4,0.0
1726950360,6,4,0.0
1726950120,13,9,0.0
1726950060,7,4,0.0
1726949940,17,11,0.0
1726949880,28,19,1.0
1726949820,43,25,1.7199999
1726949760,21,12,0.84
1726949640,21,12,0.84
1726949580,18,10,0.71999997
1726949400,7,4,0.28
1726948980,18,12,0.0
1726948920,29,17,1.16
1726948920,9,6,0.0
1726948860,23,16,0.0
1726948800,7,4,0.0
1726948680,35,24,1.0
1726948620,25,17,0.0
1726948620,29,17,1.16
1726948560,94,66,3.0
1726948560,6,3,0.24
1726948500,76,45,3.04
1726948500,89,62,3.0
1726948440,59,41,2.0
1726948440,76,45,3.04
1726948380,36,25,1.0
1726948380,58,34,2.32
1726948320,27,16,1.0799999
1726948320,6,4,0.0
1726948260,54,37,1.0
1726948260,19,11,0.76
1726948200,24,14,0.96
1726947840,7,4,0.0
1726947780,14,9,0.0
1726947720,22,13,0.88
1726947720,86,60,3.0
1726947660,76,45,3.04
1726947660,39,27,1.0
1726947600,30,18,1.1999999
1726947600,22,15,0.0
1726947540,34,20,1.36
1726947300,3,2,0.0
1726947240,15,10,0.0
1726947240,36,21,1.4399999
1726947180,9,6,0.0
1726947180,41,24,1.64
1726947120,47,33,1.0
1726947120,50,30,2.0
1726947060,3,2,0.0
1726947060,45,27,1.8
1726947000,11,6,0.44
1726946340,3,2,0.0
1726946280,6,4,0.0
1726944720,16,11,0.0
1726944660,57,40,2.0
1726944660,11,6,0.44
1726944600,32,19,1.28
1726944600,10,7,0.0
1726944180,10,7,0.0
1726944120,16,9,0.64
1726944120,11,7,0.0
1726944060,36,21,1.4399999
1726943160,39,27,1.0
1726943100,27,18,0.0
1726943100,14,8,0.56
1726943040,21,12,0.84
1726942860,77,54,2.0
1726942860,46,27,1.8399999
1726942800,6,4,0.0
1726942800,112,67,4.48
1726942740,33,19,1.3199999
1726942020,47,33,1.0
1726941960,21,14,0.0
1726941960,47,28,1.88
1726941900,13,7,0.52
1726941420,56,39,2.0
1726941360,60,36,2.3999999
1726941360,59,41,2.0
1726941300,5,3,0.0
1726941300,42,25,1.68
1726941240,31,18,1.24
1726941120,80,56,2.0
1726941060,60,36,2.3999999
1726941060,66,46,2.0
1726941000,57,34,2.28
1726941000,15,10,0.0
1726940940,21,12,0.84
1726940940,37,26,1.0
1726940880,33,19,1.3199999
1726940880,106,74,3.0
1726940820,71,49,2.0
1726940820,112,67,4.48
1726940760,107,75,4.0
1726940760,40,24,1.5999999
1726940700,115,80,5.0
1726940700,102,60,4.08
1726940640,104,62,4.16
1726940640,108,76,4.0
1726940580,107,64,4.2799997
1726940580,110,78,5.0
1726940520,96,57,3.84
1726940520,110,78,5.0
1726940460,101,71,4.0
1726940460,99,59,3.9599998
1726940400,102,61,4.08
1726940400,93,66,4.0
1726940340,88,52,3.52
1726940340,51,36,2.0
1726940280,16,12,1.0
1726940280,52,31,2.08
1726940220,19,11,0.76
1726940160,13,10,1.0
1726940160,23,13,0.91999996
1726940100,26,15,1.04
1726938960,13,10,1.0
1726938840,5,4,1.0
1726938420,20,15,1.0
1726938360,27,16,1.0799999
1726938300,11,8,1.0
1726938240,12,7,0.48
1726938240,9,7,1.0
1726938180,24,17,1.0
1726938180,5,3,0.19999999
1726938120,32,19,1.28
1726938060,28,20,2.0
1726938000,15,9,0.59999996
1726937940,30,22,2.0
1726937880,12,9,1.0
1726937880,11,6,0.44
1726937820,21,15,1.0
1726937760,24,17,1.0
1726937760,21,12,0.84
1726937640,19,14,1.0
1726937280,25,18,1.0
1726937220,4,3,1.0
1726937220,16,9,0.64
1726937160,9,7,1.0
1726937040,14,10,1.0
1726936920,6,5,1.0
1726936860,35,25,2.0
1726936740,17,12,1.0
1726936680,18,10,0.71999997
1726936680,9,7,1.0
1726936620,13,10,1.0
1726936380,6,5,1.0
1726936320,23,17,1.0
1726936260,19,11,0.76
1726936020,6,5,1.0
1726935960,6,5,1.0
1726935420,23,17,1.0
1726935420,12,7,0.48
1726935360,16,9,0.64
1726933620,10,8,1.0
1726933560,18,13,1.0
1726933500,13,7,0.52
1726933200,6,5,1.0
1726933140,19,11,0.76
1726931640,14,8,0.56
1726931520,8,6,1.0
1726931280,16,12,1.0
1726931220,9,7,1.0
1726931100,17,12,1.0
1726930320,14,10,1.0
1726930200,11,8,1.0
1726929840,24,17,1.0
1726929660,28,20,2.0
1726929600,27,19,1.0
1726929540,16,9,0.64
1726929420,5,4,1.0
1726922460,13,10,1.0
1726922400,17,12,1.0
1726922340,17,10,0.68
1726920480,15,11,1.0
1726920180,3,3,1.0
1726920000,11,8,1.0
1726918980,3,3,1.0
1726918980,16,9,0.64
1726918920,11,6,0.44
1726917960,3,3,1.0
1726917360,12,9,1.0
1726917180,15,9,0.59999996
1726916040,1,1,1.0
1726915980,39,28,2.0
1726913040,7,5,1.0
1726909080,9,7,1.0
1726908900,24,17,1.0
1726904760,11,6,0.44
1726880880,7,5,1.0
1726863540,7,4,0.0
1726863060,3,2,0.0
1726861920,9,6,0.0
1726861560,6,4,0.0
1726861380,29,19,1.0
1726858020,5,3,0.0
1726857960,1,0,0.0
1726857900,11,7,0.0
1726856160,9,6,0.0
1726854420,8,5,0.0
1726853760,12,8,0.0
1726853700,11,6,0.44
1726853700,9,6,0.0
1726853640,19,11,0.76
1726853640,15,10,0.0
1726853580,8,5,0.0
1726853520,29,19,1.0
1726852980,13,8,0.0
1726852920,12,8,0.0
1726852680,5,3,0.0
1726848840,54,36,3.0
1726848780,37,22,1.48
1726848720,11,6,0.44
1726848720,34,22,1.0
1726848660,6,4,0.0
1726848660,30,18,1.1999999
1726848300,12,8,0.0
1726848240,18,10,0.71999997
1726848240,15,10,0.0
1726848180,8,4,0.32
1726848180,25,16,1.0
1726848120,25,15,1.0
1726846920,12,8,0.0
1726846860,37,24,2.0
1726846860,13,7,0.52
1726846800,32,19,1.28
1726846740,10,6,0.39999998
1726846740,26,17,1.0
1726846680,31,18,1.24
1726846680,7,4,0.0
1726846500,5,3,0.0
1726846440,21,14,1.0
1726846080,15,10,0.0
1726845960,27,18,1.0
1726845900,3,2,0.0
1726845840,3,2,0.0
1726845780,17,11,0.0
1726845720,70,47,4.0
1726845660,28,16,1.12
1726845660,12,8,0.0
1726845600,4,2,0.16
1726844400,7,4,0.0
1726844040,39,26,3.0
1726843980,43,28,3.0
1726843980,45,27,1.8
1726843920,49,29,1.9599999
1726835280,33,22,2.0
1726833000,7,4,1.0
1726831560,18,12,2.0
1726831500,10,6,0.39999998
1726831440,13,7,0.52
1726819620,6,4,1.0
1726815660,30,18,1.1999999
1726815600,51,30,2.04
1726814160,15,9,0.59999996
1726814100,23,13,0.91999996
1726813980,20,12,0.79999995
1726815900,12,8,1.0
1726815720,50,34,3.0
1726815660,52,35,4.0
1726815600,10,7,1.0
1726814220,49,33,3.0
1726814160,20,14,2.0
1726814100,11,8,1.0
1726814040,6,5,1.0
1726813380,5,4,1.0
1726812900,19,13,2.0
1726812840,32,22,2.0
1726812780,35,24,3.0
1726812720,7,5,1.0
1726812180,6,5,1.0
1726812120,22,15,2.0
1726812060,9,7,1.0
1726812000,9,7,1.0
1726811940,14,10,1.0
1726811880,1,1,1.0
1726811820,12,9,1.0
1726811700,12,7,0.48
1726810560,13,7,0.52
1726808760,24,14,0.96
1726806840,3,3,1.0
1726806780,32,22,2.0
1726806720,14,8,0.56
1726806540,7,5,1.0
1726806480,13,7,0.52
1726802460,9,7,1.0
1726796340,12,9,1.0
1726796220,8,6,1.0
1726796100,4,3,1.0
1726795680,7,5,1.0
1726782660,8,5,0.0
1726782600,11,7,0.0
1726782540,16,10,0.0
1726782480,16,10,0.0
1726782480,26,15,1.04
1726782420,5,3,0.0
1726782360,7,4,0.0
1726782300,15,10,0.0
1726782240,19,12,0.0
1726782120,13,8,0.0
1726782000,39,26,1.0
1726781940,47,28,1.88
1726781940,26,17,1.0
1726781880,4,2,0.16
1726781640,29,17,1.16
1726781340,54,36,2.0
1726781280,39,23,1.56
1726781280,8,5,0.0
1726781100,1,0,0.0
1726781040,88,59,4.0
1726780980,72,43,2.8799999
1726778700,12,8,0.0
1726778640,12,7,0.48
1726778640,79,53,3.0
1726778580,36,21,1.4399999
1726778580,83,56,4.0
1726778520,97,66,4.0
1726778520,69,41,2.76
1726778460,37,25,1.0
1726778460,82,49,3.2799997
1726778400,5,3,0.0
1726778340,20,12,0.79999995
1726778220,40,27,1.0
1726778160,30,18,1.1999999
1726778160,97,66,4.0
1726778100,102,69,4.0
1726778100,88,52,3.52
1726778040,85,57,4.0
1726778040,97,57,3.8799999
1726777980,93,55,3.72
1726777980,20,13,0.0
1726777920,11,7,0.0
1726777920,16,9,0.64
1726777860,8,4,0.32
1726777860,32,21,1.0
1726777800,35,21,1.4
1726769700,27,16,1.0799999
1726769520,28,16,1.12
1726769040,27,15,1.0799999
1726768980,7,4,0.28
1726768920,12,7,0.48
1726774500,8,5,0.0
1726771260,5,3,0.0
1726771080,7,4,0.0
1726770960,4,2,0.0
1726770900,7,4,0.0
1726769760,11,7,0.0
1726769580,55,37,2.0
1726769520,6,4,0.0
1726769100,21,14,1.0
1726769040,7,4,0.0
1726768980,13,8,0.0
1726768920,11,7,0.0
1726768800,18,12,0.0
1726768740,18,10,0.71999997
1726768560,5,3,0.0
1726768560,17,10,0.68
1726768500,15,10,0.0
1726768380,38,25,1.0
1726768260,17,11,0.0
1726768140,32,21,1.0
1726768080,15,10,0.0
1726768080,14,8,0.56
1726767960,6,4,0.0
1726767900,32,21,1.0
1726767840,21,15,1.0
1726767780,27,19,1.0
1726767660,37,26,2.0
1726767540,5,4,1.0
1726767300,6,5,1.0
1726767120,8,6,1.0
1726766880,8,6,1.0
1726766820,15,9,0.59999996
1726763940,5,4,1.0
1726763880,17,12,1.0
1726763400,18,13,1.0
1726763040,14,10,1.0
1726762980,28,20,2.0
1726762980,21,12,0.84
1726762920,23,13,0.91999996
1726762740,7,5,1.0
1726762680,8,6,1.0
1726762500,10,7,1.0
1726762320,12,9,1.0
1726762260,15,9,0.59999996
1726762200,10,6,0.39999998
1726762140,12,7,0.48
1726762140,15,11,1.0
1726762080,15,9,0.59999996
1726762020,1,1,1.0
1726761960,13,9,1.0
1726761900,31,18,1.24
1726761840,15,11,1.0
1726761840,17,10,0.68
1726761780,21,12,0.84
1726761540,5,4,1.0
1726761360,8,6,1.0
1726761300,59,41,3.0
1726761240,28,20,2.0
1726761180,35,24,2.0
1726761180,13,7,0.52
1726761120,22,13,0.88
1726761060,8,6,1.0
1726759440,6,5,1.0
1726759080,13,9,1.0
1726759020,46,32,3.0
1726758960,62,37,2.48
1726755780,13,9,1.0
1726746780,8,6,1.0
1726746600,7,5,1.0
1726746180,4,3,1.0
1726745700,12,9,1.0
1726745460,29,17,1.16
1726734480,8,6,1.0
1726734240,13,9,1.0
1726732020,12,9,1.0
1726729020,8,6,1.0
1726727340,32,22,2.0
1726727280,72,50,4.0
1726727220,89,53,3.56
1726725720,1,1,1.0
1726725660,58,40,3.0
1726725600,42,25,1.68
1726725600,7,5,1.0
1726725540,16,11,1.0
1726725540,31,18,1.24
1726725480,41,28,2.0
1726725420,33,19,1.3199999
1726725420,4,3,1.0
1726725360,15,11,1.0
1726725360,25,15,1.0
1726725120,10,7,1.0
1726724880,11,8,1.0
1726724820,11,8,1.0
1726724760,11,8,1.0
1726724640,13,9,1.0
1726724220,8,6,1.0
1726723200,11,6,0.44
1726717860,5,4,1.0
1726693260,8,5,0.0
1726693200,12,8,0.0
1726693140,12,8,0.0
1726693080,15,10,0.0
1726693020,15,10,0.0
1726692960,15,10,0.0
1726692900,22,15,0.0
1726690380,6,4,0.0
1726690260,14,9,0.0
1726690200,27,18,0.0
1726690140,14,9,0.0
1726690080,11,6,0.44
1726689900,4,2,0.0
1726685520,6,4,0.0
1726683600,9,6,0.0
1726683420,13,7,0.52
1726683000,5,3,0.0
1726681740,28,19,1.0
1726681680,26,15,1.04
1726681620,5,3,0.0
1726681560,7,4,0.0
1726681320,26,15,1.04
1726681140,11,6,0.44
1726681020,9,6,0.0
1726680780,14,9,0.0
1726680660,14,9,0.0
1726680360,4,2,0.0
1726680240,8,5,0.0
1726680180,7,4,0.0
1726680060,6,4,0.0
1726679940,61,42,2.0
1726679880,39,23,1.56
1726679820,19,11,0.76
1726679100,27,18,0.0
1726679040,29,17,1.16
1726678800,6,4,0.0
1726678740,9,6,0.0
1726678680,10,6,0.0
1726678620,21,14,0.0
1726678560,19,13,0.0
1726678380,15,10,0.0
1726678320,8,4,0.32
1726678260,6,3,0.24
1726677840,21,14,0.0
1726677600,16,11,0.0
1726677540,34,20,1.36
1726677480,12,7,0.48
1726677480,35,24,1.0
1726677420,52,31,2.08
1726677360,11,6,0.44
1726677360,32,22,1.0
1726677300,34,23,1.0
1726677300,16,9,0.64
1726677240,8,4,0.32
1726677240,6,4,0.0
1726676880,3,2,0.0
1726676640,5,3,0.0
1726676400,73,50,2.0
1726676340,73,43,2.9199998
1726676340,32,22,1.0
1726676280,35,21,1.4
1726675920,83,57,3.0
1726675860,93,64,3.0
1726675860,78,46,3.12
1726675800,27,18,0.0
1726675800,62,37,2.48
1726675740,25,15,1.0
1726675620,18,12,0.0
1726675500,32,22,1.0
1726675440,75,52,2.0
1726675380,60,36,2.3999999
1726675140,14,9,0.0
1726675080,4,2,0.16
1726675080,75,52,2.0
1726675020,75,45,3.0
1726675020,7,4,0.0
1726674960,1,0,0.04
1726674540,14,9,0.0
1726674480,11,6,0.44
1726674480,100,69,3.0
1726674420,102,61,4.08
1726674420,43,29,1.0
1726674360,9,7,0.0
1726674360,43,25,1.7199999
1726674300,109,76,3.0
1726674240,101,60,4.04
1726674240,42,30,1.0
1726674180,40,24,1.5999999
1726674180,21,15,0.0
1726674120,83,58,3.0
1726674120,5,3,0.19999999
1726674060,39,28,2.0
1726674060,48,28,1.92
1726674000,25,15,1.0
1726674000,67,47,3.0
1726673940,29,17,1.16
1726673940,9,7,1.0
1726673880,58,41,3.0
1726673880,8,4,0.32
1726673820,33,19,1.3199999
1726673820,14,10,1.0
1726673760,10,6,0.39999998
1726673760,90,63,4.0
1726673700,28,16,1.12
1726673700,27,19,1.0
1726673640,71,50,3.0
1726673640,24,14,0.96
1726673580,77,54,3.0
1726673580,51,30,2.04
1726673520,69,41,2.76
1726673520,91,64,4.0
1726673460,79,47,3.1599998
1726673460,103,72,4.0
1726673400,84,50,3.36
1726673400,23,16,1.0
1726673340,21,12,0.84
1726673340,74,52,3.0
1726673280,56,33,2.24
1726673220,68,48,3.0
1726673160,88,62,4.0
1726673160,68,40,2.72
1726673100,95,66,4.0
1726673100,85,51,3.3999999
1726673040,90,54,3.6
1726673040,5,4,1.0
1726672200,8,6,1.0
1726672140,15,11,1.0
1726672080,54,38,2.0
1726672080,11,6,0.44
1726672020,70,42,2.8
1726671960,9,5,0.35999998
1726668540,7,5,1.0
1726661880,14,10,1.0
1726661640,8,6,1.0
1726661580,2,1,0.08
1726661580,101,71,4.0
1726661520,99,69,4.0
1726661520,103,61,4.12
1726661460,101,60,4.04
1726661460,28,20,2.0
1726661400,46,27,1.8399999
1726661400,7,5,1.0
1726661040,29,21,2.0
1726660980,114,80,5.0
1726660980,16,9,0.64
1726660920,64,45,3.0
1726660920,120,72,4.7999997
1726660860,25,18,1.0
1726660860,106,62,4.24
1726658400,5,4,1.0
1726658340,8,6,1.0
1726640280,5,4,1.0
1726640220,45,32,2.0
1726640160,34,24,2.0
1726640160,38,22,1.52
1726640100,49,29,1.9599999
1726639920,8,6,1.0
1726638600,25,18,1.0
1726638540,40,28,2.0
1726638480,23,16,1.0
