time,steps,distance,calories
1735650900,7,5,1.0
1735650060,13,9,1.0
1735649940,13,9,1.0
1735649880,4,3,1.0
1735649880,15,9,0.59999996
1735649820,14,10,1.0
1735648680,1,1,1.0
1735648620,16,11,1.0
1735648560,20,12,0.79999995
1735648560,33,23,2.0
1735648500,52,31,2.08
1735648140,9,7,1.0
1735647180,38,26,2.0
1735647120,50,30,2.0
1735647120,57,39,3.0
1735647060,60,41,3.0
1735647060,44,26,1.76
1735647000,23,13,0.91999996
1735647000,50,34,3.0
1735646940,57,34,2.28
1735646340,8,6,1.0
1735646280,13,7,0.52
1735645980,13,9,1.0
1735645740,8,6,1.0
1735645680,34,23,2.0
1735645380,24,17,2.0
1735645320,28,19,2.0
1735645140,1,1,1.0
1735645080,4,3,1.0
1735645020,11,6,0.44
1735644120,15,11,1.0
1735644060,19,13,1.0
1735644000,45,31,3.0
1735643940,40,24,1.5999999
1735642860,20,14,1.0
1735642800,18,10,0.71999997
1735642740,15,11,1.0
1735640460,5,4,1.0
1735640340,29,20,2.0
1735640280,12,9,1.0
1735640280,24,14,0.96
1735640220,30,18,1.1999999
1735639020,71,48,4.0
1735638960,74,44,2.96
1735638960,51,35,3.0
1735638900,8,6,1.0
1735638900,19,11,0.76
1735638840,71,48,4.0
1735638780,48,33,3.0
1735638780,48,28,1.92
1735638720,54,32,2.1599998
1735638660,6,5,1.0
1735637340,48,33,3.0
1735637280,4,3,1.0
1735637280,30,18,1.1999999
1735637220,18,13,1.0
1735636920,36,25,2.0
1735636860,15,9,0.59999996
1735636860,27,19,2.0
1735636500,6,5,1.0
1735636140,11,8,1.0
1735636080,34,23,2.0
1735635900,6,5,1.0
1735635660,6,5,1.0
1735635600,11,8,1.0
1735635540,10,7,1.0
1735635480,21,15,2.0
1735635420,10,7,1.0
1735634940,9,7,1.0
1735603320,13,9,1.0
1735603260,17,12,1.0
1735602360,13,7,0.52
1735597560,15,9,0.59999996
1735596120,13,7,0.52
1735602180,13,9,1.0
1735602120,10,7,1.0
1735601100,5,4,1.0
1735593840,3,2,0.0
1735593180,33,22,1.0
1735593120,20,12,0.79999995
1735592340,5,3,0.0
1735590360,35,23,1.0
1735590240,46,31,2.0
1735590180,22,14,1.0
1735587540,22,14,1.0
1735587480,14,9,0.0
1735587420,25,16,1.0
1735587240,40,27,1.0
1735586640,2,1,0.0
1735586580,15,10,0.0
1735584660,6,4,0.0
1735584600,58,39,2.0
1735584540,74,50,3.0
1735584420,32,21,1.0
1735584360,10,6,0.0
1735584240,18,12,0.0
1735584120,28,19,1.0
1735584000,9,6,0.0
1735583880,8,5,0.0
1735583760,36,24,1.0
1735583640,6,4,0.0
1735583580,74,50,3.0
1735583520,42,28,2.0
1735583400,36,24,1.0
1735582380,7,4,0.28
1735582260,12,8,0.0
1735582200,51,34,2.0
1735582140,54,32,2.1599998
1735581600,16,9,0.64
1735581420,80,54,3.0
1735581360,62,37,2.48
1735581000,46,31,2.0
1735581000,12,7,0.48
1735580940,24,16,1.0
1735580940,45,27,1.8
1735580880,24,14,0.96
1735580640,26,17,1.0
1735580580,1,0,0.0
1735580520,15,10,0.0
1735580460,11,7,0.0
1735580340,10,6,0.0
1735580280,8,5,0.0
1735579920,8,5,0.0
1735579860,7,4,0.0
1735579560,1,0,0.0
1735579500,3,2,0.0
1735579080,20,13,0.0
1735579020,7,4,0.0
1735578900,16,10,0.0
1735578840,5,3,0.0
1735578720,34,23,1.0
1735578660,25,15,1.0
1735578540,11,7,0.0
1735578420,6,4,0.0
1735578360,9,6,0.0
1735578300,77,52,3.0
1735578240,70,42,2.8
1735577880,64,43,3.0
1735577820,38,22,1.52
1735577820,6,4,0.0
1735577760,31,21,1.0
1735577760,14,8,0.56
1735577700,33,22,1.0
1735577700,38,22,1.52
1735577640,90,61,4.0
1735577640,50,30,2.0
1735577580,11,7,0.0
1735577580,82,49,3.28
1735577520,50,33,2.0
1735577520,57,34,2.28
1735577460,35,23,1.0
1735577460,53,31,2.12
1735577400,32,19,1.28
1735577340,22,14,1.0
1735577340,13,7,0.52
1735577280,11,7,0.0
1735577220,5,3,0.0
1735577220,13,7,0.52
1735577160,6,4,0.0
1735577160,11,6,0.44
1735576980,12,7,0.48
1735576860,5,3,0.0
1735576800,59,40,2.0
1735576800,11,6,0.44
1735576740,108,73,5.0
1735576740,13,7,0.52
1735576680,5,3,0.0
1735576680,96,57,3.84
1735576020,11,7,1.0
1735576020,6,3,0.24
1735575960,15,10,1.0
1735575900,6,4,1.0
1735575420,6,4,1.0
1735575240,7,4,1.0
1735575060,11,8,1.0
1735575000,7,5,1.0
1735573440,5,4,1.0
1735573440,15,9,0.59999996
1735573260,8,6,1.0
1735573200,17,10,0.68
1735573140,5,4,1.0
1735573080,8,6,1.0
1735572900,14,10,1.0
1735572840,36,21,1.4399999
1735572180,6,5,1.0
1735571940,10,7,1.0
1735571820,6,5,1.0
1735570800,8,6,1.0
1735570740,11,6,0.44
1735570740,39,27,2.0
1735570680,20,12,0.79999995
1735570620,18,13,1.0
1735570620,11,6,0.44
1735570560,7,5,1.0
1735570560,17,10,0.68
1735570260,1,1,1.0
1735570200,9,7,1.0
1735570020,3,3,1.0
1735569840,13,9,1.0
1735569780,46,32,3.0
1735569720,9,7,1.0
1735569660,12,9,1.0
1735567020,28,20,2.0
1735566960,9,7,1.0
1735566900,14,10,1.0
1735566900,31,18,1.24
1735566240,26,18,2.0
1735566120,4,3,1.0
1735566060,28,20,2.0
1735566000,44,30,3.0
1735565820,23,16,2.0
1735565760,8,6,1.0
1735565700,6,5,1.0
1735565640,18,10,0.71999997
1735565280,11,6,0.44
1735561860,37,26,2.0
1735561800,5,4,1.0
1735560900,17,12,1.0
1735560840,17,12,1.0
1735551900,5,4,1.0
1735524900,3,3,1.0
1735524300,4,3,1.0
1735522860,5,4,1.0
1735522200,5,4,1.0
1735522140,13,9,1.0
1735521960,4,3,1.0
1735521900,13,9,1.0
1735521840,16,11,1.0
1735521720,13,9,1.0
1735521720,16,9,0.64
1735521660,30,18,1.1999999
1735519740,68,47,4.0
1735519680,45,27,1.8
1735519680,53,36,3.0
1735519620,78,46,3.12
1735519560,16,11,1.0
1735519500,6,5,1.0
1735516500,6,5,1.0
1735511160,14,8,0.56
1735508700,3,2,0.0
1735501560,6,4,0.0
1735500660,95,64,4.0
1735500600,22,14,1.0
1735500600,79,47,3.1599998
1735500540,17,10,0.68
1735500060,8,5,0.0
1735499340,9,6,0.0
1735499100,12,8,0.0
1735499040,35,23,1.0
1735498980,26,15,1.04
1735498980,19,12,0.0
1735498920,30,18,1.1999999
1735498860,28,18,1.0
1735498800,18,10,0.71999997
1735498800,67,45,3.0
1735498740,69,41,2.76
1735498680,5,3,0.0
1735498620,15,10,0.0
1735498560,12,7,0.48
1735498560,40,26,2.0
1735498500,38,22,1.52
1735498500,65,43,3.0
1735498440,56,33,2.24
1735498440,54,36,2.0
1735498380,52,31,2.08
1735498380,23,15,1.0
1735498320,17,10,0.68
1735498320,13,8,0.0
1735498260,70,47,3.0
1735498260,12,7,0.48
1735498200,77,46,3.08
1735498140,3,1,0.12
1735498080,7,4,0.28
1735498020,17,10,0.68
1735497960,13,8,0.0
1735497900,5,3,0.0
1735497840,25,16,1.0
1735497780,27,18,1.0
1735497780,18,10,0.71999997
1735497720,21,12,0.84
1735495980,6,4,0.0
1735494660,26,15,1.04
1735494600,71,42,2.84
1735494540,17,10,0.68
1735489440,28,16,1.12
1735489260,15,9,0.59999996
1735494720,18,12,0.0
1735494660,35,23,1.0
1735494600,5,3,0.0
1735492260,6,4,0.0
1735489860,9,6,0.0
1735489140,6,4,0.0
1735482480,20,12,0.79999995
1735482360,6,4,0.0
1735482300,16,10,0.0
1735481520,9,6,0.0
1735481400,8,5,0.0
1735481040,1,0,0.0
1735481040,12,7,0.48
1735480980,20,13,1.0
1735480680,5,3,0.19999999
1735480620,7,4,0.0
1735480620,11,6,0.44
1735480500,12,7,0.48
1735480500,28,18,1.0
1735480440,39,23,1.56
1735480440,7,4,0.0
1735480380,14,8,0.56
1735479660,8,5,0.0
1735479600,55,37,2.0
1735479540,52,31,2.08
1735479420,17,11,0.0
1735479240,23,13,0.91999996
1735479180,12,7,0.48
1735478520,6,4,0.0
1735478040,6,4,0.0
1735477920,7,4,0.0
1735475280,7,4,0.0
1735472640,5,3,0.0
1735472580,32,21,1.0
1735472520,15,10,0.0
1735472520,28,16,1.12
1735472460,18,12,0.0
1735472460,22,13,0.88
1735472400,27,16,1.0799999
1735472220,28,16,1.12
1735472220,9,6,0.0
1735471080,11,7,0.0
1735470900,6,4,0.0
1735470840,8,5,0.0
1735470720,8,6,0.0
1735470600,15,9,0.59999996
1735470600,15,11,1.0
1735470540,11,6,0.44
1735470540,19,13,1.0
1735470480,13,7,0.52
1735470420,16,9,0.64
1735470360,10,7,1.0
1735470300,23,16,2.0
1735470180,7,5,1.0
1735470120,5,4,1.0
1735470000,1,1,1.0
1735469940,61,42,4.0
1735469880,1,1,1.0
1735469820,6,5,1.0
1735469460,36,25,2.0
1735469400,23,16,2.0
1735469340,1,1,1.0
1735469280,16,11,1.0
1735468920,1,1,1.0
1735468860,8,6,1.0
1735468320,26,18,2.0
1735468260,21,15,2.0
1735467960,26,18,2.0
1735467840,10,7,1.0
1735467780,37,25,2.0
1735467720,28,19,2.0
1735464660,12,9,1.0
1735437060,6,5,1.0
1735437000,5,4,1.0
1735436640,14,10,1.0
1735436580,21,15,2.0
1735436520,25,17,2.0
1735436520,48,28,1.92
1735436460,18,10,0.72
1735436400,11,6,0.44
1735436400,6,5,1.0
1735436340,15,11,1.0
1735435560,55,38,3.0
1735435500,21,12,0.84
1735435500,7,5,1.0
1735435440,15,9,0.59999996
1735435440,26,18,2.0
1735433760,8,6,1.0
1735433700,4,2,0.16
1735433700,64,44,4.0
1735433640,69,41,2.76
1735433640,84,57,5.0
1735433580,89,53,3.56
1735433520,3,1,0.12
1735428000,5,3,0.19999999
1735427940,71,42,2.84
1735427580,68,40,2.72
1735428060,7,5,1.0
1735428000,10,7,1.0
1735427700,1,1,1.0
1735427640,67,46,4.0
1735419960,8,5,0.0
1735419900,9,6,0.0
1735419180,14,9,0.0
1735418880,13,7,0.52
1735418880,8,5,0.0
1735418820,10,7,0.0
1735418760,77,54,2.0
1735418760,8,4,0.32
1735418700,15,10,0.0
1735418700,69,41,2.76
1735418640,22,13,0.88
1735417620,18,10,0.71999997
1735417560,10,6,0.39999998
1735417140,7,4,0.0
1735417080,11,6,0.44
1735417020,11,6,0.44
1735416900,13,9,0.0
1735416840,21,12,0.84
1735416840,6,4,0.0
1735416780,15,9,0.59999996
1735416780,10,7,0.0
1735416720,9,5,0.35999998
1735416720,4,2,0.0
1735416660,25,15,1.0
1735416420,7,4,0.0
1735415880,11,6,0.44
1735415760,11,6,0.44
1735415520,7,4,0.0
1735415460,18,12,0.0
1735414920,31,22,0.0
1735414800,19,13,0.0
1735414740,26,18,0.0
1735414320,11,7,0.0
1735414260,22,15,0.0
1735414020,35,24,1.0
1735413960,10,7,0.0
1735413360,8,4,0.32
1735413300,7,4,0.28
1735411080,16,11,0.0
1735411020,7,4,0.0
1735411020,18,10,0.71999997
1735410840,27,19,0.0
1735410780,43,30,1.0
1735410780,18,10,0.71999997
1735407660,13,7,0.52
1735405200,12,8,0.0
1735405140,30,18,1.1999999
1735405080,18,10,0.71999997
1735405080,5,3,0.0
1735403820,12,8,0.0
1735400340,32,22,0.0
1735400280,109,77,3.0
1735400220,104,62,4.16
1735400220,102,72,3.0
1735400160,107,64,4.2799997
1735400160,105,74,3.0
1735400100,82,58,2.0
1735400100,101,60,4.04
1735400040,19,13,0.0
1735400040,85,51,3.3999999
1735399980,106,75,3.0
1735399980,8,4,0.32
1735399920,104,62,4.16
1735399920,48,34,1.0
1735399860,34,20,1.36
1735399860,95,67,2.0
1735399800,88,52,3.52
1735399800,72,51,2.0
1735399740,72,43,2.8799999
1735399740,69,49,2.0
1735399680,48,28,1.92
1735399680,12,8,0.0
1735399620,34,24,1.0
1735399620,25,15,1.0
1735399560,38,22,1.52
1735399560,19,13,0.0
1735399500,57,40,1.0
1735399500,27,16,1.0799999
1735399440,31,18,1.24
1735399440,35,24,1.0
1735399380,84,59,2.0
1735399380,41,24,1.64
1735399320,70,42,2.8
1735399320,109,77,3.0
1735399260,99,70,2.0
1735399260,104,62,4.16
1735399200,87,52,3.48
1735399200,65,46,1.0
1735399140,64,38,2.56
1735399080,65,46,1.0
1735399020,62,44,1.0
1735399020,70,42,2.8
1735398960,68,48,2.0
1735398960,91,54,3.6399999
1735398900,98,69,2.0
1735398900,74,44,2.96
1735398840,101,60,4.04
1735398840,101,72,2.0
1735398780,96,68,2.0
1735398780,100,60,4.0
1735398720,104,62,4.16
1735398720,41,29,1.0
1735398660,64,38,2.56
1735397760,3,2,0.0
1735397400,1,0,0.0
1735397340,11,7,0.0
1735397280,1,0,0.0
1735397280,26,15,1.04
1735397220,12,8,0.0
1735397160,9,6,0.0
1735397160,4,2,0.16
1735397100,17,10,0.68
1735396560,60,42,1.0
1735396500,48,28,1.92
1735396440,32,22,0.0
1735396380,54,32,2.1599998
1735396200,1,0,0.0
1735396140,23,16,0.0
1735396140,4,2,0.16
1735396080,89,63,2.0
1735396080,9,5,0.35999998
1735396020,101,72,2.0
1735396020,11,6,0.44
1735395960,82,58,2.0
1735395900,89,63,2.0
1735395840,101,72,2.0
1735395780,23,16,0.0
1735395720,41,29,1.0
1735395660,84,59,2.0
1735395600,76,54,2.0
1735395540,93,66,2.0
1735395480,45,32,1.0
1735395360,13,9,0.0
1735395300,96,68,2.0
1735395240,96,68,2.0
1735395180,87,62,2.0
1735395120,99,70,2.0
1735395060,82,58,2.0
1735395000,27,19,0.0
1735395000,11,6,0.44
1735394640,14,9,0.0
1735394580,106,75,3.0
1735394520,109,77,3.0
1735394460,99,70,2.0
1735394400,75,53,2.0
1735394340,67,47,1.0
1735394280,94,68,2.0
1735394220,107,77,3.0
1735394160,98,70,2.0
1735394100,74,53,2.0
1735394040,7,4,0.28
1735394040,101,73,2.0
1735393980,26,19,0.0
1735393920,9,5,0.35999998
1735393860,45,33,1.0
1735393800,98,70,2.0
1735393740,65,47,1.0
1735393680,106,76,3.0
1735393620,96,69,2.0
1735393560,92,66,2.0
1735393500,87,63,2.0
1735393440,84,60,2.0
1735393380,12,9,0.0
1735393320,92,66,2.0
1735393260,94,68,2.0
1735393200,63,45,1.0
1735393140,65,47,2.0
1735393080,7,5,1.0
1735393020,91,65,3.0
1735392960,94,68,3.0
1735392900,95,68,3.0
1735392840,81,58,3.0
1735392660,18,13,1.0
1735392600,93,67,3.0
1735392540,90,65,3.0
1735392480,95,68,3.0
1735392420,102,73,4.0
1735392360,103,74,4.0
1735392300,59,43,2.0
1735392240,79,57,3.0
1735392180,106,76,4.0
1735392120,47,34,2.0
1735392060,73,53,3.0
1735392000,101,73,3.0
1735391940,95,68,3.0
1735391880,92,66,3.0
1735391820,97,70,3.0
1735391760,27,20,1.0
1735391700,19,14,1.0
1735391640,16,12,1.0
1735391580,28,20,1.0
1735391460,25,15,1.0
1735391340,10,6,0.39999998
1735391280,15,9,0.59999996
1735390860,6,5,1.0
1735390800,11,8,1.0
1735390800,21,12,0.84
1735390140,50,36,2.0
1735390080,44,26,1.76
1735390080,110,79,4.0
1735390020,112,67,4.48
1735390020,75,54,3.0
1735389960,112,80,4.0
1735389960,63,37,2.52
1735389900,116,69,4.64
1735389900,114,82,4.0
1735389840,105,75,4.0
1735389840,115,69,4.6
1735389780,109,78,4.0
1735389780,93,55,3.72
1735389720,72,52,3.0
1735389720,107,64,4.2799997
1735389660,70,42,2.8
1735389540,32,23,1.0
1735389480,40,24,1.5999999
1735389480,60,43,2.0
1735389420,36,21,1.4399999
1735389360,17,10,0.68
1735388940,16,12,1.0
1735387560,5,4,1.0
1735387500,8,6,1.0
1735387320,43,31,2.0
1735386120,20,12,0.79999995
1735385340,12,7,0.48
1735385280,32,19,1.28
1735385220,34,20,1.36
1735386660,1,1,1.0
1735386600,5,4,1.0
1735385340,40,29,2.0
1735385280,18,13,1.0
1735385040,1,1,1.0
1735384980,17,13,1.0
1735384500,19,14,1.0
1735384440,4,3,1.0
1735383660,5,4,1.0
1735383600,15,11,1.0
1735383480,5,4,1.0
1735383360,25,18,1.0
1735382580,46,33,2.0
1735382520,27,20,1.0
1735382460,20,15,1.0
1735382400,6,5,1.0
1735382040,10,8,1.0
1735381980,5,4,1.0
1735381920,7,5,1.0
1735381860,12,9,1.0
1735381560,6,5,1.0
1735381320,5,4,1.0
1735381080,10,8,1.0
1735380720,1,1,1.0
1735380660,11,8,1.0
1735380540,19,14,1.0
1735380480,16,12,1.0
1735380180,7,5,1.0
1735379820,4,3,1.0
1735379760,14,10,1.0
1735379640,22,16,1.0
1735379580,10,8,1.0
1735378140,9,7,1.0
1735356420,19,14,1.0
1735349880,20,15,1.0
1735349160,43,31,2.0
1735348620,8,6,1.0
1735348560,3,3,1.0
1735348320,10,8,1.0
1735348080,12,7,0.48
1735347720,25,18,1.0
1735347660,43,25,1.7199999
1735345440,8,6,1.0
1735345320,47,34,2.0
1735345260,46,27,1.8399999
1735345080,15,9,0.59999996
1735344960,16,12,1.0
1735344840,16,9,0.64
1735341120,36,21,1.4399999
1735341060,2,1,0.08
1735340520,37,22,1.48
1735340460,14,8,0.56
1735336980,13,7,0.52
1735341180,12,9,1.0
1735340520,10,8,1.0
1735337100,7,5,0.0
1735337040,3,2,0.0
1735330740,40,24,1.5999999
1735330560,12,7,0.48
1735330500,15,9,0.59999996
1735328160,20,12,0.79999995
1735328100,21,15,0.0
1735327080,11,6,0.44
1735326960,9,6,0.0
1735326300,11,6,0.44
1735326120,6,4,0.0
1735326000,15,9,0.59999996
1735323120,18,13,0.0
1735322100,12,7,0.48
1735321980,6,4,0.0
1735321860,7,5,0.0
1735321800,7,5,0.0
1735321680,4,3,0.0
1735321560,36,27,1.0
1735321500,54,32,2.1599998
1735319700,8,6,0.0
1735319640,92,69,3.0
1735319580,1,0,0.0
1735319580,79,47,3.1599998
1735319520,39,29,1.0
1735319460,10,6,0.39999998
1735319460,93,70,3.0
1735319400,105,79,3.0
1735319400,107,64,4.2799997
1735319340,111,84,3.0
1735319340,106,63,4.24
1735319280,110,66,4.4
1735319280,108,82,3.0
1735319220,111,66,4.44
1735319220,94,71,3.0
1735319160,16,12,0.0
1735319160,115,69,4.6
1735319100,14,8,0.56
1735319040,11,6,0.44
1735314000,87,66,2.0
1735313940,67,50,2.0
1735313940,73,43,2.9199998
1735313880,45,34,1.0
1735313880,62,37,2.48
1735313820,73,55,2.0
1735313820,40,24,1.5999999
1735313760,65,39,2.6
1735313760,106,80,3.0
1735313700,111,84,3.0
1735313700,100,60,4.0
1735313640,104,62,4.16
1735313640,110,83,3.0
1735313580,95,57,3.8
1735313580,104,79,3.0
1735313520,112,85,3.0
1735313520,99,58,3.96
1735313460,107,81,3.0
1735313460,107,64,4.2799997
1735313400,115,69,4.6
1735313400,8,6,0.0
1735313340,2,1,0.08
1735313280,70,53,2.0
1735313220,111,84,3.0
1735313220,55,33,2.2
1735313160,110,66,4.4
1735313160,110,83,3.0
1735313100,110,66,4.4
1735313100,109,82,3.0
1735313040,101,76,3.0
1735313040,119,71,4.7599998
1735312980,117,88,3.0
1735312980,92,55,3.6799998
1735312920,65,49,2.0
1735312920,109,65,4.36
1735312860,119,90,4.0
1735312860,50,30,2.0
1735312800,114,86,3.0
1735312800,106,63,4.24
1735312740,108,82,3.0
1735312740,107,64,4.2799997
1735312680,23,17,0.0
1735312680,119,71,4.7599998
1735312620,23,13,0.91999996
1735312500,3,2,0.0
1735312440,7,5,0.0
1735312260,23,17,0.0
1735312200,16,9,0.64
1735312200,113,85,3.0
1735312140,108,64,4.3199997
1735312140,109,82,3.0
1735312080,113,67,4.52
1735312080,113,85,3.0
1735312020,108,82,3.0
1735312020,112,67,4.48
1735311960,115,69,4.6
1735311960,113,85,3.0
1735311900,114,68,4.56
1735311900,79,60,2.0
1735311840,56,42,1.0
1735311840,105,63,4.2
1735311780,107,81,3.0
1735311780,56,32,2.2399998
1735311720,110,66,4.4
1735311720,109,82,3.0
1735311660,110,83,3.0
1735311660,110,66,4.4
1735311600,116,69,4.64
1735311600,31,23,1.0
1735311540,29,17,1.16
1735310880,56,42,1.0
1735310820,35,21,1.4
1735310820,60,45,2.0
1735310760,7,6,0.0
1735310760,45,27,1.8
1735310700,27,21,0.0
1735310640,27,16,1.0799999
1735310520,11,9,0.0
1735310460,38,29,2.0
1735310040,10,8,1.0
1735309980,22,17,1.0
1735309920,18,14,1.0
1735309260,22,17,1.0
1735309200,9,7,1.0
1735308840,11,9,1.0
1735308540,15,12,1.0
1735308120,17,13,1.0
1735308060,65,50,3.0
1735308000,13,7,0.52
1735305840,28,22,1.0
1735305780,18,10,0.71999997
1735305540,5,4,1.0
1735305480,7,6,1.0
1735305420,26,15,1.04
1735305360,6,5,1.0
1735305300,47,28,1.88
1735305240,37,22,1.48
1735305240,6,5,1.0
1735305180,29,17,1.16
1735305180,14,11,1.0
1735305120,29,17,1.16
1735305060,17,10,0.68
1735305000,33,26,2.0
1735305000,25,15,1.0
1735304940,26,15,1.04
1735304940,7,6,1.0
1735304880,3,3,1.0
1735304820,28,22,1.0
1735304820,15,9,0.59999996
1735304460,6,5,1.0
1735304160,9,7,1.0
1735303980,12,10,1.0
1735303920,13,10,1.0
1735303740,14,11,1.0
1735303560,3,3,1.0
1735302900,4,4,1.0
1735302840,8,7,1.0
1735302840,23,13,0.91999996
1735302780,5,4,1.0
1735301280,11,9,1.0
1735271400,3,3,1.0
1735271340,27,21,1.0
1735271280,18,10,0.71999997
1735271280,10,8,1.0
1735271220,17,10,0.68
1735270020,13,7,0.52
1735268940,16,13,1.0
1735268880,18,14,1.0
1735268820,14,8,0.56
1735268700,6,5,1.0
1735268700,20,12,0.79999995
1735268460,5,4,1.0
1735264200,9,7,1.0
1735263480,1,1,1.0
1735263420,24,19,1.0
1735263360,18,14,1.0
1735263360,42,25,1.68
1735263300,53,41,2.0
1735263300,27,16,1.0799999
1735263240,33,26,2.0
1735263240,25,15,1.0
1735263180,29,17,1.16
1735263120,11,9,1.0
1735262520,8,7,1.0
1735262400,6,5,1.0
1735260600,3,3,1.0
1735259940,41,32,2.0
1735259880,17,13,1.0
1735259880,15,9,0.59999996
1735259820,25,15,1.0
1735254060,3,3,1.0
1735246260,36,24,1.0
1735246200,44,26,1.76
1735246200,35,23,1.0
1735246140,23,13,0.91999996
1735245780,3,2,0.0
1735245660,6,4,0.0
1735245360,10,6,0.0
1735245180,14,9,0.0
1735245120,22,14,1.0
1735245120,16,9,0.64
1735245060,20,13,0.0
1735245000,13,8,0.0
1735245000,19,11,0.76
1735244940,36,21,1.4399999
1735244940,6,4,0.0
1735244820,4,2,0.0
1735244700,44,29,2.0
1735244640,32,21,1.0
1735242720,22,13,0.88
1735241160,17,10,0.68
1735241100,27,16,1.0799999
1735239720,60,35,2.4
1735239660,51,30,2.04
1735239540,85,51,3.3999999
1735238460,16,9,0.64
1735236360,40,24,1.5999999
1735236300,66,39,2.6399999
1735243080,7,4,0.0
1735243020,49,32,2.0
1735242960,12,8,0.0
1735242900,11,7,0.0
1735242840,22,14,1.0
1735242780,19,12,0.0
1735241460,18,12,0.0
1735241400,17,11,0.0
1735241340,7,4,0.0
1735241280,18,12,0.0
1735241220,14,9,0.0
1735241160,5,3,0.0
1735239780,72,48,3.0
1735239720,28,18,1.0
1735239660,1,0,0.0
1735239600,75,50,3.0
1735238160,22,14,1.0
1735237860,29,19,1.0
1735236420,40,26,1.0
1735236360,56,37,2.0
1735235400,28,18,1.0
1735235340,29,17,1.16
1735234920,25,16,1.0
1735234860,19,11,0.76
1735234200,9,6,0.0
1735234140,13,7,0.52
1735233360,12,8,0.0
1735233300,14,8,0.56
1735232880,9,6,0.0
1735232760,3,2,0.0
1735232520,4,2,0.0
1735232460,6,4,0.0
1735232100,6,4,0.0
1735232040,59,39,2.0
1735231980,22,14,1.0
1735231980,42,25,1.68
1735231920,21,12,0.84
1735230660,90,60,4.0
1735230600,31,20,1.0
1735230600,82,49,3.28
1735230540,11,7,0.0
1735230540,15,9,0.59999996
1735230480,72,48,3.0
1735230480,10,6,0.39999998
1735230420,94,56,3.76
1735230360,1,0,0.04
1735230360,20,13,0.0
1735230300,6,3,0.24
1735230300,65,43,2.0
1735230240,72,43,2.8799999
1735230180,31,20,1.0
1735230120,29,17,1.16
1735230120,59,39,2.0
1735230060,10,6,0.0
1735230060,53,31,2.12
1735230000,11,6,0.44
1735230000,53,35,2.0
1735229940,50,30,2.0
1735229940,26,18,1.0
1735229880,28,16,1.12
1735229820,14,10,0.0
1735228680,59,40,2.0
1735228620,40,24,1.5999999
1735228560,37,25,2.0
1735228500,7,5,1.0
1735228440,15,11,1.0
1735228440,22,13,0.88
1735228380,32,22,2.0
1735228080,10,7,1.0
1735228020,64,44,3.0
1735227960,37,25,2.0
1735227840,10,7,1.0
1735227420,20,14,1.0
1735227360,20,14,1.0
1735226460,7,5,1.0
1735226400,26,18,2.0
1735226280,7,5,1.0
1735226220,7,5,1.0
1735226220,26,15,1.04
1735225740,17,12,1.0
1735225680,15,9,0.59999996
1735225080,6,5,1.0
1735225020,1,1,1.0
1735224960,24,17,2.0
1735224900,41,24,1.64
1735224900,21,15,1.0
1735222800,38,26,2.0
1735222740,21,12,0.84
1735222740,43,29,2.0
1735222080,23,16,2.0
1735222020,43,29,2.0
1735221960,10,7,1.0
1735221900,21,15,1.0
1735221060,16,11,1.0
1735221000,14,8,0.56
1735220700,6,5,1.0
1735220400,7,5,1.0
1735220340,24,17,2.0
1735219320,6,5,1.0
1735218540,3,3,1.0
1735217400,10,7,1.0
1735217340,14,10,1.0
1735217280,16,9,0.64
1735217160,12,9,1.0
1735217100,4,3,1.0
1735216500,13,9,1.0
1735216440,15,11,1.0
1735216440,11,6,0.44
1735216380,6,3,0.24
1735214340,8,6,1.0
1735213920,6,5,1.0
1735213380,7,5,1.0
1735213260,27,19,2.0
1735213200,11,6,0.44
1735212000,25,15,1.0
1735203840,7,5,1.0
1735201980,9,7,1.0
1735175100,14,10,1.0
1735175040,12,9,1.0
1735165320,25,15,1.0
1735165080,30,18,1.1999999
1735164540,14,8,0.56
1735170600,14,10,1.0
1735170480,3,3,1.0
1735168440,10,7,1.0
1735166880,8,5,0.0
1735166640,7,4,0.0
1735166580,35,23,2.0
1735166520,13,8,0.0
1735166460,38,25,2.0
1735166400,26,17,1.0
1735165740,7,4,0.0
1735165440,22,14,1.0
1735165380,29,19,2.0
1735165140,26,17,1.0
1735165080,34,22,2.0
1735164960,9,6,0.0
1735160700,3,2,0.0
1735160640,7,4,0.0
1735158960,12,8,0.0
1735158900,5,3,0.19999999
1735158840,8,4,0.32
1735158780,8,5,0.0
1735158420,6,4,0.0
1735158360,10,6,0.0
1735158180,3,2,0.0
1735158120,18,10,0.71999997
1735158120,14,9,1.0
1735157040,9,6,0.0
1735156980,23,15,1.0
1735156920,29,17,1.16
1735154040,7,4,0.0
1735153980,18,12,1.0
1735153920,25,15,1.0
1735153860,21,12,0.84
1735153860,21,14,1.0
1735153800,15,10,1.0
1735153800,12,7,0.48
1735153740,33,19,1.3199999
1735153500,26,17,1.0
1735153440,32,18,1.28
1735151760,7,4,0.0
1735147560,21,14,1.0
1735147500,40,24,1.5999999
1735147440,35,21,1.4
1735147440,24,16,1.0
1735147380,30,18,1.1999999
1735147380,45,30,3.0
1735147320,43,25,1.7199999
1735147260,17,10,0.68
1735147140,5,3,0.0
1735147080,19,12,1.0
1735147020,46,27,1.8399999
1735146720,21,14,1.0
1735146600,12,8,0.0
